GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210300CLE,240,36,79,.456,7,20,.350,15,22,.682,18,36,54,22,7,5,20,21,94,1,1
201211020CLE,240,32,79,.405,8,20,.400,14,27,.519,11,22,33,23,7,1,17,25,86,1,0
201211030MIL,240,39,83,.470,6,16,.375,18,29,.621,9,33,42,19,9,0,15,21,102,0,0
201211050LAC,240,40,92,.435,14,29,.483,14,22,.636,18,25,43,24,12,2,17,18,108,0,1
201211070GSW,240,36,86,.419,11,32,.344,13,21,.619,11,28,39,20,7,1,16,26,96,0,0
201211090PHO,240,37,77,.481,9,21,.429,22,27,.815,9,30,39,19,11,4,20,25,105,0,0
201211110OKC,240,34,83,.410,7,23,.304,16,23,.696,10,26,36,19,11,0,12,19,91,0,0
201211130BRK,240,38,87,.437,3,14,.214,22,26,.846,16,19,35,16,10,0,12,26,101,0,0
201211170CLE,240,36,96,.375,8,25,.320,15,20,.750,13,25,38,21,12,4,11,15,95,1,0
201211180PHI,240,30,84,.357,5,20,.250,14,15,.933,18,30,48,14,6,4,15,16,79,0,0
201211210CLE,240,35,86,.407,13,23,.565,9,14,.643,15,40,55,17,3,6,16,14,92,1,1
201211230ORL,240,37,87,.425,8,26,.308,22,30,.733,17,21,38,19,8,1,13,24,104,0,0
201211240MIA,240,35,79,.443,14,31,.452,24,33,.727,10,22,32,21,9,0,10,29,108,0,0
201211260MEM,240,31,76,.408,4,16,.250,12,15,.800,14,27,41,12,10,5,16,23,78,0,0
201211270CLE,240,30,84,.357,2,15,.133,16,22,.727,14,31,45,21,9,4,18,21,78,1,0
201211300ATL,240,41,85,.482,10,23,.435,21,22,.955,18,31,49,21,8,3,18,25,113,0,1
201212010CLE,290,43,99,.434,13,35,.371,18,22,.818,15,33,48,32,6,4,16,21,117,1,0
201212030DET,240,32,95,.337,3,20,.150,12,17,.706,20,33,53,19,7,5,11,20,79,0,0
201212050CLE,240,31,85,.365,5,16,.313,18,25,.720,14,27,41,15,8,2,10,18,85,1,0
201212070MIN,240,30,87,.345,7,24,.292,6,9,.667,11,30,41,15,15,2,18,24,73,0,0
201212080CLE,240,39,91,.429,6,27,.222,13,17,.765,20,26,46,19,3,8,14,27,97,1,0
201212110CLE,240,37,84,.440,11,27,.407,15,26,.577,8,35,43,24,8,4,12,26,100,1,1
201212120IND,240,27,81,.333,9,22,.409,18,25,.720,13,27,40,19,7,6,12,28,81,0,0
201212140CLE,240,32,81,.395,9,18,.500,13,14,.929,15,31,46,21,11,4,24,22,86,1,0
201212150NYK,240,40,82,.488,9,24,.375,13,17,.765,9,36,45,15,5,0,12,23,102,0,0
201212180CLE,240,36,70,.514,7,16,.438,20,30,.667,11,22,33,19,6,7,15,26,99,1,0
201212190BOS,240,36,88,.409,5,18,.278,14,21,.667,13,22,35,16,7,2,9,22,91,0,0
201212210CLE,240,32,80,.400,5,16,.313,20,26,.769,6,30,36,19,4,6,16,22,89,1,0
201212220MIL,240,38,88,.432,5,17,.294,13,16,.813,11,37,48,16,7,3,12,26,94,0,1
201212260WAS,240,31,82,.378,10,27,.370,15,23,.652,12,26,38,20,9,3,10,16,87,0,1
201212280CLE,240,36,86,.419,8,21,.381,14,14,1.000,10,30,40,19,11,4,11,16,94,1,0
201212290BRK,240,38,82,.463,9,20,.450,15,19,.789,13,27,40,21,7,2,18,24,100,0,0
201301020CLE,240,34,87,.391,5,21,.238,21,24,.875,15,35,50,19,2,4,13,20,94,1,0
201301040CHA,240,39,78,.500,7,16,.438,21,29,.724,6,34,40,23,9,10,13,22,106,0,1
201301050CLE,240,36,91,.396,7,23,.304,25,28,.893,17,27,44,20,11,3,13,25,104,1,0
201301070CHI,240,33,78,.423,7,14,.500,19,23,.826,11,20,31,19,8,5,16,24,92,0,0
201301090CLE,240,37,81,.457,12,23,.522,13,20,.650,12,33,45,25,10,3,10,13,99,1,1
201301110DEN,240,37,85,.435,5,24,.208,12,16,.750,10,25,35,12,14,4,15,30,91,0,0
201301130LAL,240,39,95,.411,4,21,.190,11,12,.917,17,22,39,24,10,2,16,21,93,0,0
201301140SAC,240,44,92,.478,8,16,.500,22,30,.733,19,19,38,18,6,5,10,24,118,0,0
201301160POR,240,32,83,.386,4,17,.235,25,32,.781,10,30,40,16,11,4,8,16,93,0,1
201301190UTA,240,34,83,.410,6,21,.286,24,30,.800,12,28,40,20,3,6,9,18,98,0,0
201301220CLE,240,37,82,.451,2,12,.167,19,22,.864,8,31,39,28,7,7,13,22,95,1,1
201301250CLE,240,45,86,.523,6,15,.400,17,22,.773,8,36,44,27,10,5,16,17,113,1,1
201301260TOR,240,37,78,.474,6,11,.545,19,22,.864,10,29,39,12,8,4,15,22,99,0,1
201301290CLE,240,36,84,.429,4,18,.222,19,25,.760,12,24,36,27,8,4,11,13,95,1,0
201302010DET,240,35,88,.398,6,20,.300,23,26,.885,13,29,42,19,5,6,15,33,99,0,0
201302020CLE,240,43,90,.478,9,18,.500,20,23,.870,14,30,44,27,9,2,13,16,115,1,1
201302060CLE,240,52,92,.565,9,24,.375,9,13,.692,10,35,45,33,6,5,6,20,122,1,1
201302080CLE,240,39,80,.488,7,14,.500,34,41,.829,7,25,32,23,10,3,6,15,119,1,1
201302090CLE,240,37,84,.440,9,20,.450,20,26,.769,11,27,38,24,9,5,15,23,103,1,0
201302110CLE,240,40,79,.506,5,18,.278,7,11,.636,9,22,31,24,12,7,20,15,92,1,0
201302130CLE,240,40,97,.412,2,11,.182,13,15,.867,16,32,48,24,8,4,10,15,95,1,0
201302200CLE,240,38,77,.494,5,14,.357,24,34,.706,12,22,34,20,6,3,8,18,105,1,1
201302230ORL,240,43,87,.494,9,21,.429,23,28,.821,18,29,47,28,8,4,10,20,118,0,1
201302240MIA,240,39,78,.500,8,20,.400,19,24,.792,9,26,35,18,7,4,11,19,105,0,0
201302260CHI,240,40,81,.494,5,17,.294,16,19,.842,13,26,39,18,9,5,10,19,101,0,1
201302270CLE,240,34,82,.415,5,13,.385,30,32,.938,13,27,40,26,7,5,10,19,103,1,1
201303010CLE,240,33,74,.446,5,16,.313,18,28,.643,11,21,32,18,5,2,16,23,89,1,0
201303040CLE,240,37,73,.507,6,20,.300,17,24,.708,6,25,31,25,9,2,14,18,97,1,0
201303060CLE,240,37,90,.411,7,16,.438,23,29,.793,16,33,49,23,6,12,11,18,104,1,1
201303080CLE,240,33,72,.458,6,14,.429,20,26,.769,7,26,33,19,5,7,15,17,92,1,0
201303100TOR,240,36,86,.419,7,21,.333,17,27,.630,10,35,45,20,6,2,13,29,96,0,0
201303120CLE,240,34,83,.410,8,26,.308,19,25,.760,14,34,48,24,8,2,11,25,95,1,1
201303150DAL,240,34,78,.436,7,16,.438,11,18,.611,7,32,39,18,11,2,18,12,86,0,0
201303160SAS,240,43,85,.506,7,15,.467,20,31,.645,9,20,29,22,13,4,10,27,113,0,0
201303180CLE,240,35,92,.380,6,24,.250,14,21,.667,16,29,45,21,6,7,11,21,90,1,0
201303200CLE,240,37,81,.457,7,21,.333,14,17,.824,15,27,42,20,8,2,16,25,95,1,0
201303220HOU,240,31,86,.360,4,20,.200,12,15,.800,10,22,32,14,9,3,14,24,78,0,0
201303270CLE,240,38,86,.442,7,17,.412,9,14,.643,9,37,46,26,10,6,18,22,92,1,0
201303290CLE,240,37,86,.430,4,18,.222,9,15,.600,11,29,40,24,6,6,10,15,87,1,0
201303310NOH,240,38,82,.463,7,18,.389,9,12,.750,3,28,31,20,6,5,13,23,92,0,0
201304010ATL,240,41,81,.506,3,12,.250,9,15,.600,8,36,44,29,9,1,14,24,94,0,0
201304030CLE,240,34,89,.382,4,14,.286,23,26,.885,13,23,36,18,8,4,11,17,95,1,0
201304050BOS,240,36,89,.404,3,13,.231,22,26,.846,15,43,58,16,5,7,14,20,97,0,1
201304070CLE,240,32,89,.360,7,17,.412,20,24,.833,17,35,52,24,7,8,14,18,91,1,1
201304090IND,240,39,85,.459,3,10,.300,13,15,.867,14,25,39,18,5,7,17,29,94,0,0
201304100CLE,240,40,82,.488,3,15,.200,21,26,.808,13,36,49,21,3,8,12,28,104,1,0
201304120CLE,240,34,79,.430,6,22,.273,17,24,.708,16,30,46,17,7,2,14,16,91,1,0
201304140PHI,240,31,85,.365,5,16,.313,10,15,.667,13,36,49,22,5,6,19,12,77,0,0
201304150CLE,240,39,86,.453,5,13,.385,12,19,.632,13,25,38,20,8,5,5,22,95,1,0
201304170CHA,240,39,80,.488,8,23,.348,12,18,.667,4,31,35,24,9,3,12,24,98,0,0
